p1	p2	dcifer
SPT35502	SPT35500	0
SPT35502	SPT35508	0
SPT35502	SPT35313	0
SPT35502	SPT35328	0.011
SPT35502	SPT35330	0
SPT35502	SPT35362	0.012
SPT35502	SPT35430	0
SPT35502	SPT35431	0
SPT35502	SPT35453	0.002
SPT35502	SPT35317	0
SPT35502	SPT35318	0
SPT35502	SPT35320	0
SPT35502	SPT35321	0
SPT35502	SPT35322	0
SPT35502	SPT35333	0
SPT35502	SPT35341	0
SPT35502	SPT35342	0
SPT35502	SPT35346	0
SPT35502	SPT35347	0
SPT35502	SPT35352	0
SPT35502	SPT35361	0
SPT35502	SPT35363	0
SPT35502	SPT35389	0
SPT35502	SPT35425	0
SPT35502	SPT35435	0
SPT35502	SPT35443	0
SPT35502	SPT35447	0
SPT35502	SPT35448	0
SPT35502	SPT35449	0
SPT35502	SPT35458	0.005
SPT35502	SPT35461	0
SPT35502	SPT35462	0
SPT35502	SPT35463	0
SPT35502	SPT35487	0
SPT35502	SPT35501	0
SPT35502	SPT35510	0.047
SPT35502	SPT35511	0
SPT35502	SPT35514	0
SPT35502	SPT35515	0
SPT35502	SPT35516	0
SPT35502	SPT35517	0
SPT35502	SPT35518	0
SPT35502	SPT35519	0
SPT35502	SPT35520	0.003
SPT35502	SPT35521	0
SPT35502	SPT35522	0
SPT35502	SPT35523	0
SPT35502	SPT35524	0.002
SPT35502	SPT35525	0
SPT35502	SPT35526	0
SPT35502	SPT35529	0
SPT35502	SPT35532	0
SPT35502	SPT35537	0
SPT35502	SPT35538	0
SPT35502	SPT35541	0.007
SPT35502	SPT35543	0
SPT35502	SPT35544	0.021
SPT35502	SPT35546	0
SPT35502	SPT35547	0
SPT35502	SPT35552	0
SPT35502	SPT35553	0
SPT35502	SPT35557	0.008
SPT35502	SPT35561	0
SPT35502	SPT35563	0.008
SPT35502	SPT35567	0.006
SPT35502	SPT35576	0
SPT35502	SPT35577	0.004
SPT35502	SPT35580	0
SPT35502	SPT35583	0
SPT35502	SPT35584	0
SPT35502	SPT35585	0
SPT35502	SPT35302	0
SPT35502	SPT35303	0
SPT35502	SPT35304	0
SPT35502	SPT35306	0
SPT35502	SPT35308	0
SPT35502	SPT35310	0
SPT35502	SPT35315	0.004
SPT35502	SPT35325	0
SPT35502	SPT35336	0
SPT35502	SPT35337	0
SPT35502	SPT35338	0
SPT35502	SPT35340	0
SPT35502	SPT35348	0
SPT35502	SPT35349	0.012
SPT35502	SPT35354	0
SPT35502	SPT35356	0
SPT35502	SPT35357	0
SPT35502	SPT35360	0
SPT35502	SPT35365	0
SPT35502	SPT35366	0
SPT35502	SPT35368	0
SPT35502	SPT35369	0
SPT35502	SPT35370	0
SPT35502	SPT35373	0
SPT35502	SPT35377	0
SPT35502	SPT35378	0
SPT35502	SPT35379	0.006
SPT35502	SPT35382	0
SPT35502	SPT35384	0
SPT35502	SPT35390	0
SPT35502	SPT35407	0
SPT35502	SPT35410	0.02
SPT35502	SPT35414	0
SPT35502	SPT35417	0
SPT35502	SPT35418	0
SPT35502	SPT35419	0
SPT35502	SPT35423	0.014
SPT35502	SPT35436	0
SPT35502	SPT35444	0.997
SPT35502	SPT35316	0
SPT35502	SPT35331	0.004
SPT35502	SPT35339	0.001
SPT35502	SPT35364	0.001
SPT35502	SPT35372	0
SPT35502	SPT35405	0
SPT35502	SPT35424	0.001
SPT35502	SPT35427	0
SPT35502	SPT35437	0
SPT35502	SPT35440	0.01
SPT35502	SPT35467	0
SPT35502	SPT35468	0
SPT35502	SPT35470	0
SPT35502	SPT35472	0.008
SPT35502	SPT35475	0
SPT35502	SPT35476	0
SPT35502	SPT35485	0.003
SPT35502	SPT35499	0
SPT35502	SPT35780	0
SPT35412	SPT35446	0
SPT35412	SPT35450	0
SPT35412	SPT35474	0
SPT35412	SPT35503	0
SPT35412	SPT35571	0
SPT35412	SPT35575	0.001
SPT35412	SPT35592	0.002
SPT35412	SPT35766	0
SPT35412	SPT35500	0
SPT35412	SPT35508	0
SPT35412	SPT35313	0
SPT35412	SPT35328	0
SPT35412	SPT35330	0
SPT35412	SPT35362	0
SPT35412	SPT35430	0.017
SPT35412	SPT35431	0.019
SPT35412	SPT35453	0.016
SPT35412	SPT35317	0.002
SPT35412	SPT35318	0
SPT35412	SPT35320	0
SPT35412	SPT35321	0
SPT35412	SPT35322	0.002
SPT35412	SPT35333	0
SPT35412	SPT35341	0
SPT35412	SPT35342	0
SPT35412	SPT35346	0
SPT35412	SPT35347	0
SPT35412	SPT35352	0.026
SPT35412	SPT35361	0
SPT35412	SPT35363	0.009
SPT35412	SPT35389	0.004
SPT35412	SPT35425	0.017
SPT35412	SPT35435	0
SPT35412	SPT35443	0.013
SPT35412	SPT35447	0
SPT35412	SPT35448	0
SPT35412	SPT35449	0
SPT35412	SPT35458	0.001
SPT35412	SPT35461	0.006
SPT35412	SPT35462	0
SPT35412	SPT35463	0
SPT35412	SPT35487	0
SPT35412	SPT35501	0
SPT35412	SPT35510	0.008
SPT35412	SPT35511	0
SPT35412	SPT35514	0
SPT35412	SPT35515	0
SPT35412	SPT35516	0
SPT35412	SPT35517	0
SPT35412	SPT35518	0.002
SPT35412	SPT35519	0.002
SPT35412	SPT35520	0.004
SPT35412	SPT35521	0.001
SPT35412	SPT35522	0
SPT35412	SPT35523	0
SPT35412	SPT35524	0.009
SPT35412	SPT35525	0
SPT35412	SPT35526	0
SPT35412	SPT35529	0
SPT35412	SPT35532	0
SPT35412	SPT35537	0
SPT35412	SPT35538	0.005
SPT35412	SPT35541	0.003
SPT35412	SPT35543	0
SPT35412	SPT35544	0.006
SPT35412	SPT35546	0
SPT35412	SPT35547	0
SPT35412	SPT35552	0.025
SPT35412	SPT35553	0.008
SPT35412	SPT35557	0.001
SPT35412	SPT35561	0.009
SPT35412	SPT35563	0.005
SPT35412	SPT35567	0.006
SPT35412	SPT35576	0
SPT35412	SPT35577	0
SPT35412	SPT35580	0.018
SPT35412	SPT35583	0
SPT35412	SPT35584	0
SPT35412	SPT35585	0
SPT35412	SPT35302	0
SPT35412	SPT35303	0.006
SPT35412	SPT35304	0
SPT35412	SPT35306	0
SPT35412	SPT35308	0
SPT35412	SPT35310	0
SPT35412	SPT35315	0
SPT35412	SPT35325	0
SPT35412	SPT35336	0
SPT35412	SPT35337	0
SPT35412	SPT35338	0.017
SPT35412	SPT35340	0.004
SPT35412	SPT35348	0.011
SPT35412	SPT35349	0
SPT35412	SPT35354	0
SPT35412	SPT35356	0.003
SPT35412	SPT35357	0
SPT35412	SPT35360	0
SPT35412	SPT35365	0
SPT35412	SPT35366	0.02
SPT35412	SPT35368	0.011
SPT35412	SPT35369	0
SPT35412	SPT35370	0
SPT35412	SPT35373	0.008
SPT35412	SPT35377	0.004
SPT35412	SPT35378	0
SPT35412	SPT35379	0
SPT35412	SPT35382	0
SPT35412	SPT35384	0
SPT35412	SPT35390	0
SPT35412	SPT35407	0
SPT35412	SPT35410	0
SPT35412	SPT35414	0.007
SPT35412	SPT35417	0.007
SPT35412	SPT35418	0.222
SPT35412	SPT35419	0
SPT35412	SPT35423	0.017
SPT35412	SPT35436	0.014
SPT35412	SPT35444	0.01
SPT35412	SPT35316	0.011
SPT35412	SPT35331	0
SPT35412	SPT35339	0
SPT35412	SPT35364	0.019
SPT35412	SPT35372	0
SPT35412	SPT35405	0
SPT35412	SPT35424	0
SPT35412	SPT35427	0.028
SPT35412	SPT35437	0
SPT35412	SPT35440	0
SPT35412	SPT35467	0
SPT35412	SPT35468	0
SPT35412	SPT35470	0
SPT35412	SPT35472	0.022
SPT35412	SPT35475	0
SPT35412	SPT35476	0
SPT35412	SPT35485	0
SPT35412	SPT35499	0
SPT35412	SPT35780	0
SPT35446	SPT35450	0
SPT35446	SPT35474	0
SPT35446	SPT35503	0
SPT35446	SPT35571	0
SPT35446	SPT35575	0
SPT35446	SPT35592	0.001
SPT35446	SPT35766	0
SPT35446	SPT35500	0
SPT35446	SPT35508	0.008
SPT35446	SPT35313	0
SPT35446	SPT35328	0
SPT35446	SPT35330	0
SPT35446	SPT35362	0.007
SPT35446	SPT35430	0
SPT35446	SPT35431	0
SPT35446	SPT35453	0.017
SPT35446	SPT35317	0
SPT35446	SPT35318	0
SPT35446	SPT35320	0.015
SPT35446	SPT35321	0
SPT35446	SPT35322	0
SPT35446	SPT35333	0.014
SPT35446	SPT35341	0
SPT35446	SPT35342	0
SPT35446	SPT35346	0
SPT35446	SPT35347	0.003
SPT35446	SPT35352	0.014
SPT35446	SPT35361	0.014
SPT35446	SPT35363	0.009
SPT35446	SPT35389	0
SPT35446	SPT35425	0.018
SPT35446	SPT35435	0
SPT35446	SPT35443	0.014
SPT35446	SPT35447	0
SPT35446	SPT35448	0
SPT35446	SPT35449	0
SPT35446	SPT35458	0
SPT35446	SPT35461	0.002
SPT35446	SPT35462	0
SPT35446	SPT35463	0.002
SPT35446	SPT35487	0
SPT35446	SPT35501	0.01
SPT35446	SPT35510	0
SPT35446	SPT35511	0
SPT35446	SPT35514	0
SPT35446	SPT35515	0
SPT35446	SPT35516	0
SPT35446	SPT35517	0
SPT35446	SPT35518	0.004
SPT35446	SPT35519	0.006
SPT35446	SPT35520	0.005
SPT35446	SPT35521	0
SPT35446	SPT35522	0
SPT35446	SPT35523	0
SPT35446	SPT35524	0.002
SPT35446	SPT35525	0
SPT35446	SPT35526	0
SPT35446	SPT35529	0
SPT35446	SPT35532	0
SPT35446	SPT35537	0
SPT35446	SPT35538	0.005
SPT35446	SPT35541	0.005
SPT35446	SPT35543	0
SPT35446	SPT35544	0.005
SPT35446	SPT35546	0.001
SPT35446	SPT35547	0
SPT35446	SPT35552	0.017
SPT35446	SPT35553	0.032
SPT35446	SPT35557	0
SPT35446	SPT35561	0.006
SPT35446	SPT35563	0
SPT35446	SPT35567	0
SPT35446	SPT35576	0
SPT35446	SPT35577	0
SPT35446	SPT35580	0.003
SPT35446	SPT35583	0
SPT35446	SPT35584	0
SPT35446	SPT35585	0
SPT35446	SPT35302	0
SPT35446	SPT35303	0.003
SPT35446	SPT35304	0.002
SPT35446	SPT35306	0.005
SPT35446	SPT35308	0
SPT35446	SPT35310	0
SPT35446	SPT35315	0
SPT35446	SPT35325	0.001
SPT35446	SPT35336	0
SPT35446	SPT35337	0
SPT35446	SPT35338	0
SPT35446	SPT35340	0
SPT35446	SPT35348	0.011
SPT35446	SPT35349	0
SPT35446	SPT35354	0
SPT35446	SPT35356	0
SPT35446	SPT35357	0
SPT35446	SPT35360	0.003
SPT35446	SPT35365	0.004
SPT35446	SPT35366	0
SPT35446	SPT35368	0
SPT35446	SPT35369	0
SPT35446	SPT35370	0
SPT35446	SPT35373	0
SPT35446	SPT35377	0
SPT35446	SPT35378	0
SPT35446	SPT35379	0
SPT35446	SPT35382	0
SPT35446	SPT35384	0
SPT35446	SPT35390	0
SPT35446	SPT35407	0
SPT35446	SPT35410	0.001
SPT35446	SPT35414	0
SPT35446	SPT35417	0
SPT35446	SPT35418	0
SPT35446	SPT35419	0
SPT35446	SPT35423	0
SPT35446	SPT35436	0.006
SPT35446	SPT35444	0.003
SPT35446	SPT35316	0
SPT35446	SPT35331	0
SPT35446	SPT35339	0.003
SPT35446	SPT35364	0
SPT35446	SPT35372	0
SPT35446	SPT35405	0
SPT35446	SPT35424	0.009
SPT35446	SPT35427	0.006
SPT35446	SPT35437	0
SPT35446	SPT35440	0.011
SPT35446	SPT35467	0
SPT35446	SPT35468	0
SPT35446	SPT35470	0
SPT35446	SPT35472	0.009
SPT35446	SPT35475	0
SPT35446	SPT35476	0
SPT35446	SPT35485	0
SPT35446	SPT35499	0
SPT35446	SPT35780	0.005
SPT35450	SPT35474	0
SPT35450	SPT35503	0
SPT35450	SPT35571	0
SPT35450	SPT35575	0
SPT35450	SPT35592	0
SPT35450	SPT35766	0.007
SPT35450	SPT35500	0
SPT35450	SPT35508	0
SPT35450	SPT35313	0
SPT35450	SPT35328	0
SPT35450	SPT35330	0
SPT35450	SPT35362	0
SPT35450	SPT35430	0
SPT35450	SPT35431	0
SPT35450	SPT35453	0
SPT35450	SPT35317	0
SPT35450	SPT35318	0
SPT35450	SPT35320	0
SPT35450	SPT35321	0
SPT35450	SPT35322	0
SPT35450	SPT35333	0.001
SPT35450	SPT35341	0
SPT35450	SPT35342	0
SPT35450	SPT35346	0
SPT35450	SPT35347	0
SPT35450	SPT35352	0
SPT35450	SPT35361	0
SPT35450	SPT35363	0
SPT35450	SPT35389	0
SPT35450	SPT35425	0
SPT35450	SPT35435	0
SPT35450	SPT35443	0
SPT35450	SPT35447	0
SPT35450	SPT35448	0
SPT35450	SPT35449	0
SPT35450	SPT35458	0
SPT35450	SPT35461	0
SPT35450	SPT35462	0
SPT35450	SPT35463	0
SPT35450	SPT35487	0
SPT35450	SPT35501	0
SPT35450	SPT35510	0
SPT35450	SPT35511	0
SPT35450	SPT35514	0
SPT35450	SPT35515	0
SPT35450	SPT35516	0
SPT35450	SPT35517	0
SPT35450	SPT35518	0
SPT35450	SPT35519	0
SPT35450	SPT35520	0
SPT35450	SPT35521	0
SPT35450	SPT35522	0
SPT35450	SPT35523	0
SPT35450	SPT35524	0
SPT35450	SPT35525	0
SPT35450	SPT35526	0
SPT35450	SPT35529	0
SPT35450	SPT35532	0
SPT35450	SPT35537	0
SPT35450	SPT35538	0
SPT35450	SPT35541	0
SPT35450	SPT35543	0
SPT35450	SPT35544	0
SPT35450	SPT35546	0
SPT35450	SPT35547	0
SPT35450	SPT35552	0
SPT35450	SPT35553	0
SPT35450	SPT35557	0
SPT35450	SPT35561	0
SPT35450	SPT35563	0
SPT35450	SPT35567	0
SPT35450	SPT35576	0
SPT35450	SPT35577	0
SPT35450	SPT35580	0
SPT35450	SPT35583	0
SPT35450	SPT35584	0
SPT35450	SPT35585	0
SPT35450	SPT35302	0
SPT35450	SPT35303	0.015
SPT35450	SPT35304	0.998
SPT35450	SPT35306	0
SPT35450	SPT35308	0.999
SPT35450	SPT35310	0.022
SPT35450	SPT35315	0.014
SPT35450	SPT35325	0
SPT35450	SPT35336	0
SPT35450	SPT35337	0
SPT35450	SPT35338	0
SPT35450	SPT35340	0
SPT35450	SPT35348	0.009
SPT35450	SPT35349	0
SPT35450	SPT35354	0
SPT35450	SPT35356	0.002
SPT35450	SPT35357	0
SPT35450	SPT35360	0
SPT35450	SPT35365	0
SPT35450	SPT35366	0
SPT35450	SPT35368	0
SPT35450	SPT35369	0
SPT35450	SPT35370	0
SPT35450	SPT35373	0
SPT35450	SPT35377	0
SPT35450	SPT35378	0
SPT35450	SPT35379	0.005
SPT35450	SPT35382	0
SPT35450	SPT35384	0
SPT35450	SPT35390	0.014
SPT35450	SPT35407	0
SPT35450	SPT35410	0
SPT35450	SPT35414	0
SPT35450	SPT35417	0
SPT35450	SPT35418	0
SPT35450	SPT35419	0
SPT35450	SPT35423	0
SPT35450	SPT35436	0
SPT35450	SPT35444	0
SPT35450	SPT35316	0
SPT35450	SPT35331	0.006
SPT35450	SPT35339	0
SPT35450	SPT35364	0.01
SPT35450	SPT35372	0
SPT35450	SPT35405	0
SPT35450	SPT35424	0
SPT35450	SPT35427	0
SPT35450	SPT35437	0
SPT35450	SPT35440	0
SPT35450	SPT35467	0
SPT35450	SPT35468	0
SPT35450	SPT35470	0
SPT35450	SPT35472	0
SPT35450	SPT35475	0
SPT35450	SPT35476	0
SPT35450	SPT35485	0
SPT35450	SPT35499	0
SPT35450	SPT35780	0
SPT35474	SPT35503	0
SPT35474	SPT35571	0
SPT35474	SPT35575	0
SPT35474	SPT35592	0
SPT35474	SPT35766	0
SPT35474	SPT35500	0
SPT35474	SPT35508	0.906
SPT35474	SPT35313	0
SPT35474	SPT35328	0
SPT35474	SPT35330	0
SPT35474	SPT35362	0
SPT35474	SPT35430	0
SPT35474	SPT35431	0
SPT35474	SPT35453	0.002
SPT35474	SPT35317	0
SPT35474	SPT35318	0
SPT35474	SPT35320	0.031
SPT35474	SPT35321	0
SPT35474	SPT35322	0
SPT35474	SPT35333	0
SPT35474	SPT35341	0.003
SPT35474	SPT35342	0
SPT35474	SPT35346	0
SPT35474	SPT35347	0.064
SPT35474	SPT35352	0
SPT35474	SPT35361	0
SPT35474	SPT35363	0
SPT35474	SPT35389	0
SPT35474	SPT35425	0.002
SPT35474	SPT35435	0
SPT35474	SPT35443	0
SPT35474	SPT35447	0
SPT35474	SPT35448	0
SPT35474	SPT35449	0
SPT35474	SPT35458	0
SPT35474	SPT35461	0
SPT35474	SPT35462	0.584
SPT35474	SPT35463	0
SPT35474	SPT35487	0
SPT35474	SPT35501	0
SPT35474	SPT35510	0
SPT35474	SPT35511	0
SPT35474	SPT35514	0
SPT35474	SPT35515	0
SPT35474	SPT35516	0
SPT35474	SPT35517	0
SPT35474	SPT35518	0
SPT35474	SPT35519	0
SPT35474	SPT35520	0
SPT35474	SPT35521	0
SPT35474	SPT35522	0.197
SPT35474	SPT35523	0
SPT35474	SPT35524	0
SPT35474	SPT35525	0
SPT35474	SPT35526	0
SPT35474	SPT35529	0
SPT35474	SPT35532	0
SPT35474	SPT35537	0
SPT35474	SPT35538	0
SPT35474	SPT35541	0
SPT35474	SPT35543	0
SPT35474	SPT35544	0
SPT35474	SPT35546	0
SPT35474	SPT35547	0
SPT35474	SPT35552	0
SPT35474	SPT35553	0
SPT35474	SPT35557	0.004
SPT35474	SPT35561	0
SPT35474	SPT35563	0
SPT35474	SPT35567	0
SPT35474	SPT35576	0.241
SPT35474	SPT35577	0
SPT35474	SPT35580	0
SPT35474	SPT35583	0
SPT35474	SPT35584	0
SPT35474	SPT35585	0.561
SPT35474	SPT35302	0.415
SPT35474	SPT35303	0
SPT35474	SPT35304	0
SPT35474	SPT35306	0
SPT35474	SPT35308	0
SPT35474	SPT35310	0
SPT35474	SPT35315	0
SPT35474	SPT35325	0
SPT35474	SPT35336	0
SPT35474	SPT35337	0.018
SPT35474	SPT35338	0
SPT35474	SPT35340	0
SPT35474	SPT35348	0.008
SPT35474	SPT35349	0
SPT35474	SPT35354	0
SPT35474	SPT35356	0
SPT35474	SPT35357	0
SPT35474	SPT35360	0.064
SPT35474	SPT35365	0.012
SPT35474	SPT35366	0
SPT35474	SPT35368	0
SPT35474	SPT35369	0
SPT35474	SPT35370	0
SPT35474	SPT35373	0
SPT35474	SPT35377	0
SPT35474	SPT35378	0
SPT35474	SPT35379	0
SPT35474	SPT35382	0
SPT35474	SPT35384	0
SPT35474	SPT35390	0.007
SPT35474	SPT35407	0.443
SPT35474	SPT35410	0
SPT35474	SPT35414	0
SPT35474	SPT35417	0
SPT35474	SPT35418	0
SPT35474	SPT35419	0.231
SPT35474	SPT35423	0
SPT35474	SPT35436	0
SPT35474	SPT35444	0
SPT35474	SPT35316	0
SPT35474	SPT35331	0
SPT35474	SPT35339	0
SPT35474	SPT35364	0
SPT35474	SPT35372	0.039
SPT35474	SPT35405	0.38
SPT35474	SPT35424	0
SPT35474	SPT35427	0
SPT35474	SPT35437	0
SPT35474	SPT35440	0
SPT35474	SPT35467	0
SPT35474	SPT35468	0
SPT35474	SPT35470	0.988
SPT35474	SPT35472	0
SPT35474	SPT35475	0
SPT35474	SPT35476	0
SPT35474	SPT35485	0
SPT35474	SPT35499	0
SPT35474	SPT35780	0
SPT35503	SPT35571	0
SPT35503	SPT35575	0
SPT35503	SPT35592	0
SPT35503	SPT35766	0
SPT35503	SPT35500	0.882
SPT35503	SPT35508	0
SPT35503	SPT35313	0
SPT35503	SPT35328	0
SPT35503	SPT35330	0
SPT35503	SPT35362	0
SPT35503	SPT35430	0
SPT35503	SPT35431	0
SPT35503	SPT35453	0
SPT35503	SPT35317	0
SPT35503	SPT35318	0
SPT35503	SPT35320	0
SPT35503	SPT35321	0
SPT35503	SPT35322	0
SPT35503	SPT35333	0
SPT35503	SPT35341	0
SPT35503	SPT35342	0.001
SPT35503	SPT35346	0
SPT35503	SPT35347	0
SPT35503	SPT35352	0
SPT35503	SPT35361	0
SPT35503	SPT35363	0
SPT35503	SPT35389	0
SPT35503	SPT35425	0.002
SPT35503	SPT35435	0
SPT35503	SPT35443	0
SPT35503	SPT35447	0
SPT35503	SPT35448	0
SPT35503	SPT35449	0
SPT35503	SPT35458	0
SPT35503	SPT35461	0
SPT35503	SPT35462	0
SPT35503	SPT35463	0
SPT35503	SPT35487	0
SPT35503	SPT35501	0.825
SPT35503	SPT35510	0
SPT35503	SPT35511	0
SPT35503	SPT35514	0
SPT35503	SPT35515	0
SPT35503	SPT35516	0
SPT35503	SPT35517	0
SPT35503	SPT35518	0
SPT35503	SPT35519	0
SPT35503	SPT35520	0
SPT35503	SPT35521	0
SPT35503	SPT35522	0
SPT35503	SPT35523	0
SPT35503	SPT35524	0
SPT35503	SPT35525	0
SPT35503	SPT35526	0
SPT35503	SPT35529	0
SPT35503	SPT35532	0
SPT35503	SPT35537	0
SPT35503	SPT35538	0
SPT35503	SPT35541	0.004
SPT35503	SPT35543	0
SPT35503	SPT35544	0
SPT35503	SPT35546	0
SPT35503	SPT35547	0
SPT35503	SPT35552	0
SPT35503	SPT35553	0
SPT35503	SPT35557	0.005
SPT35503	SPT35561	0
SPT35503	SPT35563	0
SPT35503	SPT35567	0
SPT35503	SPT35576	0
SPT35503	SPT35577	0
SPT35503	SPT35580	0
SPT35503	SPT35583	0
SPT35503	SPT35584	0
SPT35503	SPT35585	0
SPT35503	SPT35302	0
SPT35503	SPT35303	0
SPT35503	SPT35304	0
SPT35503	SPT35306	0
SPT35503	SPT35308	0
SPT35503	SPT35310	0
SPT35503	SPT35315	0
SPT35503	SPT35325	0
SPT35503	SPT35336	0
SPT35503	SPT35337	0
SPT35503	SPT35338	0
SPT35503	SPT35340	0
SPT35503	SPT35348	0
SPT35503	SPT35349	0
SPT35503	SPT35354	0
SPT35503	SPT35356	0
SPT35503	SPT35357	0
SPT35503	SPT35360	0
SPT35503	SPT35365	0
SPT35503	SPT35366	0
SPT35503	SPT35368	0.001
SPT35503	SPT35369	0
SPT35503	SPT35370	0
SPT35503	SPT35373	0.008
SPT35503	SPT35377	0
SPT35503	SPT35378	0
SPT35503	SPT35379	0
SPT35503	SPT35382	0
SPT35503	SPT35384	0
SPT35503	SPT35390	0
SPT35503	SPT35407	0
SPT35503	SPT35410	0
SPT35503	SPT35414	0
SPT35503	SPT35417	0
SPT35503	SPT35418	0
SPT35503	SPT35419	0
SPT35503	SPT35423	0
SPT35503	SPT35436	0
SPT35503	SPT35444	0
SPT35503	SPT35316	0
SPT35503	SPT35331	0
SPT35503	SPT35339	0
SPT35503	SPT35364	0
SPT35503	SPT35372	0
SPT35503	SPT35405	0
SPT35503	SPT35424	0.01
SPT35503	SPT35427	0
SPT35503	SPT35437	0
SPT35503	SPT35440	0
SPT35503	SPT35467	0
SPT35503	SPT35468	0
SPT35503	SPT35470	0
SPT35503	SPT35472	0
SPT35503	SPT35475	0
SPT35503	SPT35476	0
SPT35503	SPT35485	0
SPT35503	SPT35499	0.984
SPT35503	SPT35780	0.009
SPT35571	SPT35575	0
SPT35571	SPT35592	0
SPT35571	SPT35766	0
SPT35571	SPT35500	0.003
SPT35571	SPT35508	0
SPT35571	SPT35313	0
SPT35571	SPT35328	0
SPT35571	SPT35330	0
SPT35571	SPT35362	0
SPT35571	SPT35430	0
SPT35571	SPT35431	0.005
SPT35571	SPT35453	0
SPT35571	SPT35317	0
SPT35571	SPT35318	0
SPT35571	SPT35320	0
SPT35571	SPT35321	0
SPT35571	SPT35322	0.007
SPT35571	SPT35333	0
SPT35571	SPT35341	0
SPT35571	SPT35342	0
SPT35571	SPT35346	0
SPT35571	SPT35347	0
SPT35571	SPT35352	0
SPT35571	SPT35361	0
SPT35571	SPT35363	0
SPT35571	SPT35389	0
SPT35571	SPT35425	0
SPT35571	SPT35435	0
SPT35571	SPT35443	0.001
SPT35571	SPT35447	0
SPT35571	SPT35448	0
SPT35571	SPT35449	0
SPT35571	SPT35458	0
SPT35571	SPT35461	0
SPT35571	SPT35462	0
SPT35571	SPT35463	0
SPT35571	SPT35487	0
SPT35571	SPT35501	0
SPT35571	SPT35510	0
SPT35571	SPT35511	0
SPT35571	SPT35514	0
SPT35571	SPT35515	0
SPT35571	SPT35516	0
SPT35571	SPT35517	0
SPT35571	SPT35518	0.003
SPT35571	SPT35519	0.006
SPT35571	SPT35520	0.006
SPT35571	SPT35521	0
SPT35571	SPT35522	0
SPT35571	SPT35523	0
SPT35571	SPT35524	0
SPT35571	SPT35525	0
SPT35571	SPT35526	0
SPT35571	SPT35529	0
SPT35571	SPT35532	0
SPT35571	SPT35537	0
SPT35571	SPT35538	0
SPT35571	SPT35541	0
SPT35571	SPT35543	0
SPT35571	SPT35544	0
SPT35571	SPT35546	0.27
SPT35571	SPT35547	0.269
SPT35571	SPT35552	0
SPT35571	SPT35553	0
SPT35571	SPT35557	0
SPT35571	SPT35561	0
SPT35571	SPT35563	0
SPT35571	SPT35567	0
SPT35571	SPT35576	0
SPT35571	SPT35577	0.099
SPT35571	SPT35580	0.013
SPT35571	SPT35583	0
SPT35571	SPT35584	0.266
SPT35571	SPT35585	0
SPT35571	SPT35302	0
SPT35571	SPT35303	0
SPT35571	SPT35304	0
SPT35571	SPT35306	0
SPT35571	SPT35308	0
SPT35571	SPT35310	0
SPT35571	SPT35315	0
SPT35571	SPT35325	0
SPT35571	SPT35336	0
SPT35571	SPT35337	0
SPT35571	SPT35338	0.009
SPT35571	SPT35340	0
SPT35571	SPT35348	0
SPT35571	SPT35349	0.004
SPT35571	SPT35354	0
SPT35571	SPT35356	0
SPT35571	SPT35357	0.007
SPT35571	SPT35360	0
SPT35571	SPT35365	0
SPT35571	SPT35366	0
SPT35571	SPT35368	0.015
SPT35571	SPT35369	0
SPT35571	SPT35370	0
SPT35571	SPT35373	0
SPT35571	SPT35377	0
SPT35571	SPT35378	0
SPT35571	SPT35379	0
SPT35571	SPT35382	0
SPT35571	SPT35384	0
SPT35571	SPT35390	0
SPT35571	SPT35407	0
SPT35571	SPT35410	0
SPT35571	SPT35414	0
SPT35571	SPT35417	0
SPT35571	SPT35418	0
SPT35571	SPT35419	0
SPT35571	SPT35423	0
SPT35571	SPT35436	0.004
SPT35571	SPT35444	0
SPT35571	SPT35316	0.003
SPT35571	SPT35331	0.003
SPT35571	SPT35339	0
SPT35571	SPT35364	0
SPT35571	SPT35372	0
SPT35571	SPT35405	0
SPT35571	SPT35424	0
SPT35571	SPT35427	0.002
SPT35571	SPT35437	0
SPT35571	SPT35440	0
SPT35571	SPT35467	0
SPT35571	SPT35468	0
SPT35571	SPT35470	0
SPT35571	SPT35472	0
SPT35571	SPT35475	0
SPT35571	SPT35476	0
SPT35571	SPT35485	0
SPT35571	SPT35499	0
SPT35571	SPT35780	0
SPT35575	SPT35592	0
SPT35575	SPT35766	0
SPT35575	SPT35500	0
SPT35575	SPT35508	0
SPT35575	SPT35313	0
SPT35575	SPT35328	0
SPT35575	SPT35330	0
SPT35575	SPT35362	0
SPT35575	SPT35430	0
SPT35575	SPT35431	0.014
SPT35575	SPT35453	0
SPT35575	SPT35317	0
SPT35575	SPT35318	0
SPT35575	SPT35320	0
SPT35575	SPT35321	0
SPT35575	SPT35322	0
SPT35575	SPT35333	0.008
SPT35575	SPT35341	0
SPT35575	SPT35342	0.009
SPT35575	SPT35346	0
SPT35575	SPT35347	0
SPT35575	SPT35352	0
SPT35575	SPT35361	0
SPT35575	SPT35363	0
SPT35575	SPT35389	0
SPT35575	SPT35425	0.004
SPT35575	SPT35435	0
SPT35575	SPT35443	0
SPT35575	SPT35447	0.003
SPT35575	SPT35448	0
SPT35575	SPT35449	0
SPT35575	SPT35458	0
SPT35575	SPT35461	0.001
SPT35575	SPT35462	0
SPT35575	SPT35463	0.018
