p1	p2	dcifer
SPT35544	SPT35440	0.014
SPT35544	SPT35467	0
SPT35544	SPT35468	0
SPT35544	SPT35470	0
SPT35544	SPT35472	0.001
SPT35544	SPT35475	0
SPT35544	SPT35476	0
SPT35544	SPT35485	0
SPT35544	SPT35499	0
SPT35544	SPT35780	0.025
SPT35546	SPT35547	0.998
SPT35546	SPT35552	0
SPT35546	SPT35553	0
SPT35546	SPT35557	0
SPT35546	SPT35561	0
SPT35546	SPT35563	0
SPT35546	SPT35567	0
SPT35546	SPT35576	0
SPT35546	SPT35577	0.519
SPT35546	SPT35580	0
SPT35546	SPT35583	0
SPT35546	SPT35584	0.998
SPT35546	SPT35585	0
SPT35546	SPT35302	0
SPT35546	SPT35303	0
SPT35546	SPT35304	0
SPT35546	SPT35306	0
SPT35546	SPT35308	0
SPT35546	SPT35310	0
SPT35546	SPT35315	0
SPT35546	SPT35325	0
SPT35546	SPT35336	0
SPT35546	SPT35337	0
SPT35546	SPT35338	0
SPT35546	SPT35340	0
SPT35546	SPT35348	0
SPT35546	SPT35349	0
SPT35546	SPT35354	0
SPT35546	SPT35356	0
SPT35546	SPT35357	0
SPT35546	SPT35360	0
SPT35546	SPT35365	0
SPT35546	SPT35366	0
SPT35546	SPT35368	0
SPT35546	SPT35369	0
SPT35546	SPT35370	0
SPT35546	SPT35373	0
SPT35546	SPT35377	0
SPT35546	SPT35378	0
SPT35546	SPT35379	0
SPT35546	SPT35382	0
SPT35546	SPT35384	0
SPT35546	SPT35390	0
SPT35546	SPT35407	0
SPT35546	SPT35410	0
SPT35546	SPT35414	0
SPT35546	SPT35417	0
SPT35546	SPT35418	0
SPT35546	SPT35419	0
SPT35546	SPT35423	0
SPT35546	SPT35436	0
SPT35546	SPT35444	0
SPT35546	SPT35316	0
SPT35546	SPT35331	0
SPT35546	SPT35339	0
SPT35546	SPT35364	0
SPT35546	SPT35372	0
SPT35546	SPT35405	0
SPT35546	SPT35424	0.007
SPT35546	SPT35427	0
SPT35546	SPT35437	0
SPT35546	SPT35440	0
SPT35546	SPT35467	0
SPT35546	SPT35468	0
SPT35546	SPT35470	0
SPT35546	SPT35472	0
SPT35546	SPT35475	0
SPT35546	SPT35476	0
SPT35546	SPT35485	0.002
SPT35546	SPT35499	0
SPT35546	SPT35780	0
SPT35547	SPT35552	0
SPT35547	SPT35553	0
SPT35547	SPT35557	0
SPT35547	SPT35561	0
SPT35547	SPT35563	0
SPT35547	SPT35567	0
SPT35547	SPT35576	0
SPT35547	SPT35577	0.52
SPT35547	SPT35580	0
SPT35547	SPT35583	0
SPT35547	SPT35584	0.999
SPT35547	SPT35585	0
SPT35547	SPT35302	0
SPT35547	SPT35303	0
SPT35547	SPT35304	0
SPT35547	SPT35306	0
SPT35547	SPT35308	0
SPT35547	SPT35310	0
SPT35547	SPT35315	0
SPT35547	SPT35325	0
SPT35547	SPT35336	0
SPT35547	SPT35337	0
SPT35547	SPT35338	0
SPT35547	SPT35340	0
SPT35547	SPT35348	0
SPT35547	SPT35349	0
SPT35547	SPT35354	0
SPT35547	SPT35356	0
SPT35547	SPT35357	0
SPT35547	SPT35360	0
SPT35547	SPT35365	0
SPT35547	SPT35366	0
SPT35547	SPT35368	0
SPT35547	SPT35369	0
SPT35547	SPT35370	0
SPT35547	SPT35373	0
SPT35547	SPT35377	0
SPT35547	SPT35378	0
SPT35547	SPT35379	0
SPT35547	SPT35382	0
SPT35547	SPT35384	0
SPT35547	SPT35390	0
SPT35547	SPT35407	0
SPT35547	SPT35410	0
SPT35547	SPT35414	0
SPT35547	SPT35417	0
SPT35547	SPT35418	0
SPT35547	SPT35419	0
SPT35547	SPT35423	0
SPT35547	SPT35436	0
SPT35547	SPT35444	0
SPT35547	SPT35316	0
SPT35547	SPT35331	0
SPT35547	SPT35339	0
SPT35547	SPT35364	0
SPT35547	SPT35372	0
SPT35547	SPT35405	0
SPT35547	SPT35424	0.008
SPT35547	SPT35427	0
SPT35547	SPT35437	0
SPT35547	SPT35440	0
SPT35547	SPT35467	0
SPT35547	SPT35468	0
SPT35547	SPT35470	0
SPT35547	SPT35472	0
SPT35547	SPT35475	0
SPT35547	SPT35476	0
SPT35547	SPT35485	0.003
SPT35547	SPT35499	0
SPT35547	SPT35780	0
SPT35552	SPT35553	0.007
SPT35552	SPT35557	0
SPT35552	SPT35561	0
SPT35552	SPT35563	0
SPT35552	SPT35567	0
SPT35552	SPT35576	0
SPT35552	SPT35577	0
SPT35552	SPT35580	0.01
SPT35552	SPT35583	0
SPT35552	SPT35584	0
SPT35552	SPT35585	0
SPT35552	SPT35302	0
SPT35552	SPT35303	0.024
SPT35552	SPT35304	0
SPT35552	SPT35306	0.007
SPT35552	SPT35308	0
SPT35552	SPT35310	0
SPT35552	SPT35315	0
SPT35552	SPT35325	0.013
SPT35552	SPT35336	0
SPT35552	SPT35337	0
SPT35552	SPT35338	0.006
SPT35552	SPT35340	0
SPT35552	SPT35348	0.005
SPT35552	SPT35349	0.003
SPT35552	SPT35354	0.001
SPT35552	SPT35356	0.002
SPT35552	SPT35357	0
SPT35552	SPT35360	0.001
SPT35552	SPT35365	0.006
SPT35552	SPT35366	0.002
SPT35552	SPT35368	0
SPT35552	SPT35369	0
SPT35552	SPT35370	0
SPT35552	SPT35373	0.014
SPT35552	SPT35377	0
SPT35552	SPT35378	0
SPT35552	SPT35379	0
SPT35552	SPT35382	0
SPT35552	SPT35384	0
SPT35552	SPT35390	0.012
SPT35552	SPT35407	0
SPT35552	SPT35410	0.011
SPT35552	SPT35414	0.021
SPT35552	SPT35417	0.019
SPT35552	SPT35418	0.001
SPT35552	SPT35419	0
SPT35552	SPT35423	0
SPT35552	SPT35436	0
SPT35552	SPT35444	0
SPT35552	SPT35316	0
SPT35552	SPT35331	0.004
SPT35552	SPT35339	0.006
SPT35552	SPT35364	0
SPT35552	SPT35372	0
SPT35552	SPT35405	0
SPT35552	SPT35424	0.005
SPT35552	SPT35427	0
SPT35552	SPT35437	0
SPT35552	SPT35440	0.001
SPT35552	SPT35467	0
SPT35552	SPT35468	0
SPT35552	SPT35470	0
SPT35552	SPT35472	0
SPT35552	SPT35475	0
SPT35552	SPT35476	0
SPT35552	SPT35485	0
SPT35552	SPT35499	0.003
SPT35552	SPT35780	0.002
SPT35553	SPT35557	0.013
SPT35553	SPT35561	0.017
SPT35553	SPT35563	0.015
SPT35553	SPT35567	0.014
SPT35553	SPT35576	0
SPT35553	SPT35577	0
SPT35553	SPT35580	0.025
SPT35553	SPT35583	0.016
SPT35553	SPT35584	0
SPT35553	SPT35585	0
SPT35553	SPT35302	0
SPT35553	SPT35303	0
SPT35553	SPT35304	0
SPT35553	SPT35306	0
SPT35553	SPT35308	0
SPT35553	SPT35310	0
SPT35553	SPT35315	0
SPT35553	SPT35325	0.008
SPT35553	SPT35336	0.021
SPT35553	SPT35337	0
SPT35553	SPT35338	0.015
SPT35553	SPT35340	0.01
SPT35553	SPT35348	0.007
SPT35553	SPT35349	0.025
SPT35553	SPT35354	0
SPT35553	SPT35356	0
SPT35553	SPT35357	0
SPT35553	SPT35360	0
SPT35553	SPT35365	0
SPT35553	SPT35366	0
SPT35553	SPT35368	0.014
SPT35553	SPT35369	0
SPT35553	SPT35370	0
SPT35553	SPT35373	0
SPT35553	SPT35377	0.01
SPT35553	SPT35378	0
SPT35553	SPT35379	0
SPT35553	SPT35382	0
SPT35553	SPT35384	0.022
SPT35553	SPT35390	0
SPT35553	SPT35407	0
SPT35553	SPT35410	0.008
SPT35553	SPT35414	0
SPT35553	SPT35417	0
SPT35553	SPT35418	0
SPT35553	SPT35419	0
SPT35553	SPT35423	0
SPT35553	SPT35436	0.007
SPT35553	SPT35444	0
SPT35553	SPT35316	0
SPT35553	SPT35331	0.001
SPT35553	SPT35339	0.008
SPT35553	SPT35364	0
SPT35553	SPT35372	0
SPT35553	SPT35405	0
SPT35553	SPT35424	0
SPT35553	SPT35427	0
SPT35553	SPT35437	0
SPT35553	SPT35440	0.006
SPT35553	SPT35467	0
SPT35553	SPT35468	0
SPT35553	SPT35470	0
SPT35553	SPT35472	0.001
SPT35553	SPT35475	0
SPT35553	SPT35476	0
SPT35553	SPT35485	0
SPT35553	SPT35499	0.003
SPT35553	SPT35780	0
SPT35557	SPT35561	0
SPT35557	SPT35563	0
SPT35557	SPT35567	0
SPT35557	SPT35576	0
SPT35557	SPT35577	0.001
SPT35557	SPT35580	0.003
SPT35557	SPT35583	0
SPT35557	SPT35584	0
SPT35557	SPT35585	0
SPT35557	SPT35302	0
SPT35557	SPT35303	0
SPT35557	SPT35304	0
SPT35557	SPT35306	0.003
SPT35557	SPT35308	0
SPT35557	SPT35310	0.001
SPT35557	SPT35315	0
SPT35557	SPT35325	0.014
SPT35557	SPT35336	0
SPT35557	SPT35337	0
SPT35557	SPT35338	0.007
SPT35557	SPT35340	0
SPT35557	SPT35348	0
SPT35557	SPT35349	0.004
SPT35557	SPT35354	0
SPT35557	SPT35356	0
SPT35557	SPT35357	0
SPT35557	SPT35360	0
SPT35557	SPT35365	0
SPT35557	SPT35366	0.004
SPT35557	SPT35368	0.01
SPT35557	SPT35369	0.005
SPT35557	SPT35370	0.004
SPT35557	SPT35373	0.008
SPT35557	SPT35377	0
SPT35557	SPT35378	0.004
SPT35557	SPT35379	0
SPT35557	SPT35382	0.003
SPT35557	SPT35384	0
SPT35557	SPT35390	0
SPT35557	SPT35407	0
SPT35557	SPT35410	0
SPT35557	SPT35414	0
SPT35557	SPT35417	0
SPT35557	SPT35418	0
SPT35557	SPT35419	0
SPT35557	SPT35423	0.013
SPT35557	SPT35436	0.006
SPT35557	SPT35444	0.007
SPT35557	SPT35316	0.001
SPT35557	SPT35331	0
SPT35557	SPT35339	0
SPT35557	SPT35364	0.005
SPT35557	SPT35372	0
SPT35557	SPT35405	0
SPT35557	SPT35424	0
SPT35557	SPT35427	0.009
SPT35557	SPT35437	0.008
SPT35557	SPT35440	0
SPT35557	SPT35467	0
SPT35557	SPT35468	0
SPT35557	SPT35470	0
SPT35557	SPT35472	0.005
SPT35557	SPT35475	0
SPT35557	SPT35476	0
SPT35557	SPT35485	0.006
SPT35557	SPT35499	0
SPT35557	SPT35780	0.019
SPT35561	SPT35563	0
SPT35561	SPT35567	0
SPT35561	SPT35576	0
SPT35561	SPT35577	0
SPT35561	SPT35580	0.008
SPT35561	SPT35583	0
SPT35561	SPT35584	0
SPT35561	SPT35585	0
SPT35561	SPT35302	0
SPT35561	SPT35303	0
SPT35561	SPT35304	0
SPT35561	SPT35306	0
SPT35561	SPT35308	0
SPT35561	SPT35310	0.002
SPT35561	SPT35315	0
SPT35561	SPT35325	0
SPT35561	SPT35336	0
SPT35561	SPT35337	0
SPT35561	SPT35338	0
SPT35561	SPT35340	0
SPT35561	SPT35348	0
SPT35561	SPT35349	0
SPT35561	SPT35354	0
SPT35561	SPT35356	0
SPT35561	SPT35357	0
SPT35561	SPT35360	0
SPT35561	SPT35365	0
SPT35561	SPT35366	0.003
SPT35561	SPT35368	0
SPT35561	SPT35369	0
SPT35561	SPT35370	0
SPT35561	SPT35373	0
SPT35561	SPT35377	0
SPT35561	SPT35378	0
SPT35561	SPT35379	0
SPT35561	SPT35382	0
SPT35561	SPT35384	0
SPT35561	SPT35390	0
SPT35561	SPT35407	0
SPT35561	SPT35410	0.012
SPT35561	SPT35414	0
SPT35561	SPT35417	0
SPT35561	SPT35418	0
SPT35561	SPT35419	0
SPT35561	SPT35423	0
SPT35561	SPT35436	0
SPT35561	SPT35444	0
SPT35561	SPT35316	0
SPT35561	SPT35331	0
SPT35561	SPT35339	0
SPT35561	SPT35364	0.004
SPT35561	SPT35372	0
SPT35561	SPT35405	0
SPT35561	SPT35424	0.003
SPT35561	SPT35427	0.006
SPT35561	SPT35437	0.043
SPT35561	SPT35440	0
SPT35561	SPT35467	0
SPT35561	SPT35468	0.006
SPT35561	SPT35470	0
SPT35561	SPT35472	0.019
SPT35561	SPT35475	0
SPT35561	SPT35476	0
SPT35561	SPT35485	0
SPT35561	SPT35499	0
SPT35561	SPT35780	0.002
SPT35563	SPT35567	0.999
SPT35563	SPT35576	0
SPT35563	SPT35577	0
SPT35563	SPT35580	0.009
SPT35563	SPT35583	0
SPT35563	SPT35584	0
SPT35563	SPT35585	0
SPT35563	SPT35302	0
SPT35563	SPT35303	0
SPT35563	SPT35304	0
SPT35563	SPT35306	0
SPT35563	SPT35308	0
SPT35563	SPT35310	0
SPT35563	SPT35315	0
SPT35563	SPT35325	0.008
SPT35563	SPT35336	0
SPT35563	SPT35337	0
SPT35563	SPT35338	0.012
SPT35563	SPT35340	0
SPT35563	SPT35348	0
SPT35563	SPT35349	0.005
SPT35563	SPT35354	0
SPT35563	SPT35356	0
SPT35563	SPT35357	0
SPT35563	SPT35360	0
SPT35563	SPT35365	0
SPT35563	SPT35366	0
SPT35563	SPT35368	0
SPT35563	SPT35369	0
SPT35563	SPT35370	0
SPT35563	SPT35373	0
SPT35563	SPT35377	0
SPT35563	SPT35378	0
SPT35563	SPT35379	0
SPT35563	SPT35382	0
SPT35563	SPT35384	0
SPT35563	SPT35390	0
SPT35563	SPT35407	0
SPT35563	SPT35410	0
SPT35563	SPT35414	0
SPT35563	SPT35417	0
SPT35563	SPT35418	0
SPT35563	SPT35419	0
SPT35563	SPT35423	0.004
SPT35563	SPT35436	0.013
SPT35563	SPT35444	0.006
SPT35563	SPT35316	0
SPT35563	SPT35331	0
SPT35563	SPT35339	0
SPT35563	SPT35364	0
SPT35563	SPT35372	0
SPT35563	SPT35405	0
SPT35563	SPT35424	0.002
SPT35563	SPT35427	0
SPT35563	SPT35437	0
SPT35563	SPT35440	0
SPT35563	SPT35467	0
SPT35563	SPT35468	0
SPT35563	SPT35470	0
SPT35563	SPT35472	0
SPT35563	SPT35475	0
SPT35563	SPT35476	0
SPT35563	SPT35485	0.005
SPT35563	SPT35499	0
SPT35563	SPT35780	0
SPT35567	SPT35576	0
SPT35567	SPT35577	0
SPT35567	SPT35580	0.01
SPT35567	SPT35583	0
SPT35567	SPT35584	0
SPT35567	SPT35585	0
SPT35567	SPT35302	0
SPT35567	SPT35303	0
SPT35567	SPT35304	0
SPT35567	SPT35306	0
SPT35567	SPT35308	0
SPT35567	SPT35310	0
SPT35567	SPT35315	0
SPT35567	SPT35325	0.009
SPT35567	SPT35336	0
SPT35567	SPT35337	0
SPT35567	SPT35338	0.011
SPT35567	SPT35340	0
SPT35567	SPT35348	0
SPT35567	SPT35349	0.003
SPT35567	SPT35354	0
SPT35567	SPT35356	0
SPT35567	SPT35357	0
SPT35567	SPT35360	0
SPT35567	SPT35365	0
SPT35567	SPT35366	0
SPT35567	SPT35368	0
SPT35567	SPT35369	0
SPT35567	SPT35370	0
SPT35567	SPT35373	0
SPT35567	SPT35377	0
SPT35567	SPT35378	0
SPT35567	SPT35379	0
SPT35567	SPT35382	0
SPT35567	SPT35384	0
SPT35567	SPT35390	0
SPT35567	SPT35407	0
SPT35567	SPT35410	0
SPT35567	SPT35414	0
SPT35567	SPT35417	0
SPT35567	SPT35418	0
SPT35567	SPT35419	0
SPT35567	SPT35423	0.003
SPT35567	SPT35436	0.013
SPT35567	SPT35444	0.004
SPT35567	SPT35316	0
SPT35567	SPT35331	0
SPT35567	SPT35339	0
SPT35567	SPT35364	0
SPT35567	SPT35372	0
SPT35567	SPT35405	0
SPT35567	SPT35424	0.001
SPT35567	SPT35427	0.001
SPT35567	SPT35437	0
SPT35567	SPT35440	0
SPT35567	SPT35467	0
SPT35567	SPT35468	0
SPT35567	SPT35470	0
SPT35567	SPT35472	0
SPT35567	SPT35475	0
SPT35567	SPT35476	0
SPT35567	SPT35485	0
SPT35567	SPT35499	0
SPT35567	SPT35780	0
SPT35576	SPT35577	0
SPT35576	SPT35580	0
SPT35576	SPT35583	0
SPT35576	SPT35584	0
SPT35576	SPT35585	0.525
SPT35576	SPT35302	0.416
SPT35576	SPT35303	0
SPT35576	SPT35304	0
SPT35576	SPT35306	0
SPT35576	SPT35308	0
SPT35576	SPT35310	0
SPT35576	SPT35315	0
SPT35576	SPT35325	0
SPT35576	SPT35336	0
SPT35576	SPT35337	0.006
SPT35576	SPT35338	0.003
SPT35576	SPT35340	0
SPT35576	SPT35348	0
SPT35576	SPT35349	0
SPT35576	SPT35354	0
SPT35576	SPT35356	0
SPT35576	SPT35357	0
SPT35576	SPT35360	0.075
SPT35576	SPT35365	0
SPT35576	SPT35366	0
SPT35576	SPT35368	0
SPT35576	SPT35369	0
SPT35576	SPT35370	0.007
SPT35576	SPT35373	0
SPT35576	SPT35377	0
SPT35576	SPT35378	0
SPT35576	SPT35379	0
SPT35576	SPT35382	0
SPT35576	SPT35384	0
SPT35576	SPT35390	0.053
SPT35576	SPT35407	0.396
SPT35576	SPT35410	0
SPT35576	SPT35414	0.003
SPT35576	SPT35417	0.003
SPT35576	SPT35418	0
SPT35576	SPT35419	0.298
SPT35576	SPT35423	0
SPT35576	SPT35436	0
SPT35576	SPT35444	0
SPT35576	SPT35316	0
SPT35576	SPT35331	0
SPT35576	SPT35339	0
SPT35576	SPT35364	0
SPT35576	SPT35372	0.032
SPT35576	SPT35405	0.391
SPT35576	SPT35424	0
SPT35576	SPT35427	0
SPT35576	SPT35437	0
SPT35576	SPT35440	0
SPT35576	SPT35467	0
SPT35576	SPT35468	0
SPT35576	SPT35470	0.268
SPT35576	SPT35472	0
SPT35576	SPT35475	0
SPT35576	SPT35476	0
SPT35576	SPT35485	0
SPT35576	SPT35499	0
SPT35576	SPT35780	0
SPT35577	SPT35580	0
SPT35577	SPT35583	0.001
SPT35577	SPT35584	0.518
SPT35577	SPT35585	0
SPT35577	SPT35302	0
SPT35577	SPT35303	0
SPT35577	SPT35304	0
SPT35577	SPT35306	0
SPT35577	SPT35308	0
SPT35577	SPT35310	0
SPT35577	SPT35315	0
SPT35577	SPT35325	0
SPT35577	SPT35336	0
SPT35577	SPT35337	0
SPT35577	SPT35338	0
SPT35577	SPT35340	0
SPT35577	SPT35348	0.001
SPT35577	SPT35349	0
SPT35577	SPT35354	0
SPT35577	SPT35356	0
SPT35577	SPT35357	0
SPT35577	SPT35360	0
SPT35577	SPT35365	0
SPT35577	SPT35366	0.013
SPT35577	SPT35368	0.002
SPT35577	SPT35369	0
SPT35577	SPT35370	0
SPT35577	SPT35373	0
SPT35577	SPT35377	0
SPT35577	SPT35378	0
SPT35577	SPT35379	0
SPT35577	SPT35382	0
SPT35577	SPT35384	0
SPT35577	SPT35390	0
SPT35577	SPT35407	0
SPT35577	SPT35410	0.008
SPT35577	SPT35414	0
SPT35577	SPT35417	0
SPT35577	SPT35418	0
SPT35577	SPT35419	0
SPT35577	SPT35423	0
SPT35577	SPT35436	0.01
SPT35577	SPT35444	0.004
SPT35577	SPT35316	0
SPT35577	SPT35331	0
SPT35577	SPT35339	0
SPT35577	SPT35364	0
SPT35577	SPT35372	0
SPT35577	SPT35405	0
SPT35577	SPT35424	0
SPT35577	SPT35427	0
SPT35577	SPT35437	0
SPT35577	SPT35440	0.005
SPT35577	SPT35467	0
SPT35577	SPT35468	0
SPT35577	SPT35470	0
SPT35577	SPT35472	0.003
SPT35577	SPT35475	0
SPT35577	SPT35476	0
SPT35577	SPT35485	0.002
SPT35577	SPT35499	0
SPT35577	SPT35780	0
SPT35580	SPT35583	0.017
SPT35580	SPT35584	0
SPT35580	SPT35585	0
SPT35580	SPT35302	0
SPT35580	SPT35303	0
SPT35580	SPT35304	0
SPT35580	SPT35306	0
SPT35580	SPT35308	0
SPT35580	SPT35310	0
SPT35580	SPT35315	0.003
SPT35580	SPT35325	0.003
SPT35580	SPT35336	0
SPT35580	SPT35337	0
SPT35580	SPT35338	0
SPT35580	SPT35340	0
SPT35580	SPT35348	0
SPT35580	SPT35349	0.01
SPT35580	SPT35354	0
SPT35580	SPT35356	0.011
SPT35580	SPT35357	0
SPT35580	SPT35360	0
SPT35580	SPT35365	0
SPT35580	SPT35366	0
SPT35580	SPT35368	0.004
SPT35580	SPT35369	0.004
SPT35580	SPT35370	0
SPT35580	SPT35373	0
SPT35580	SPT35377	0
SPT35580	SPT35378	0.011
SPT35580	SPT35379	0
SPT35580	SPT35382	0
SPT35580	SPT35384	0
SPT35580	SPT35390	0
SPT35580	SPT35407	0
SPT35580	SPT35410	0.014
SPT35580	SPT35414	0
SPT35580	SPT35417	0
SPT35580	SPT35418	0
SPT35580	SPT35419	0
SPT35580	SPT35423	0.014
SPT35580	SPT35436	0.007
SPT35580	SPT35444	0.001
SPT35580	SPT35316	0
SPT35580	SPT35331	0.001
SPT35580	SPT35339	0.009
SPT35580	SPT35364	0
SPT35580	SPT35372	0
SPT35580	SPT35405	0
SPT35580	SPT35424	0
SPT35580	SPT35427	0
SPT35580	SPT35437	0
SPT35580	SPT35440	0.003
SPT35580	SPT35467	0
SPT35580	SPT35468	0
SPT35580	SPT35470	0
SPT35580	SPT35472	0
SPT35580	SPT35475	0
SPT35580	SPT35476	0
SPT35580	SPT35485	0
SPT35580	SPT35499	0.003
SPT35580	SPT35780	0.02
SPT35583	SPT35584	0
SPT35583	SPT35585	0
SPT35583	SPT35302	0
SPT35583	SPT35303	0
SPT35583	SPT35304	0
SPT35583	SPT35306	0
SPT35583	SPT35308	0
SPT35583	SPT35310	0
SPT35583	SPT35315	0
SPT35583	SPT35325	0
SPT35583	SPT35336	0
SPT35583	SPT35337	0
SPT35583	SPT35338	0
SPT35583	SPT35340	0
SPT35583	SPT35348	0
SPT35583	SPT35349	0.015
SPT35583	SPT35354	0.02
SPT35583	SPT35356	0.009
SPT35583	SPT35357	0
SPT35583	SPT35360	0
SPT35583	SPT35365	0.002
SPT35583	SPT35366	0.015
SPT35583	SPT35368	0.003
SPT35583	SPT35369	0
SPT35583	SPT35370	0
SPT35583	SPT35373	0
SPT35583	SPT35377	0
SPT35583	SPT35378	0
SPT35583	SPT35379	0
SPT35583	SPT35382	0.019
SPT35583	SPT35384	0
SPT35583	SPT35390	0.002
SPT35583	SPT35407	0
SPT35583	SPT35410	0.02
SPT35583	SPT35414	0.004
SPT35583	SPT35417	0.006
SPT35583	SPT35418	0
SPT35583	SPT35419	0
SPT35583	SPT35423	0
SPT35583	SPT35436	0.008
SPT35583	SPT35444	0.001
SPT35583	SPT35316	0
SPT35583	SPT35331	0
SPT35583	SPT35339	0.006
SPT35583	SPT35364	0
SPT35583	SPT35372	0
SPT35583	SPT35405	0
SPT35583	SPT35424	0.013
SPT35583	SPT35427	0.003
SPT35583	SPT35437	0
SPT35583	SPT35440	0.001
SPT35583	SPT35467	0
SPT35583	SPT35468	0
SPT35583	SPT35470	0
SPT35583	SPT35472	0.006
SPT35583	SPT35475	0
SPT35583	SPT35476	0
SPT35583	SPT35485	0.001
SPT35583	SPT35499	0
SPT35583	SPT35780	0
SPT35584	SPT35585	0
SPT35584	SPT35302	0
SPT35584	SPT35303	0
SPT35584	SPT35304	0
SPT35584	SPT35306	0
SPT35584	SPT35308	0
SPT35584	SPT35310	0
SPT35584	SPT35315	0
SPT35584	SPT35325	0
SPT35584	SPT35336	0
SPT35584	SPT35337	0
SPT35584	SPT35338	0
SPT35584	SPT35340	0
SPT35584	SPT35348	0
SPT35584	SPT35349	0
SPT35584	SPT35354	0
SPT35584	SPT35356	0
SPT35584	SPT35357	0
SPT35584	SPT35360	0
SPT35584	SPT35365	0
SPT35584	SPT35366	0
SPT35584	SPT35368	0
SPT35584	SPT35369	0
SPT35584	SPT35370	0
SPT35584	SPT35373	0
SPT35584	SPT35377	0
SPT35584	SPT35378	0
SPT35584	SPT35379	0
SPT35584	SPT35382	0
SPT35584	SPT35384	0
SPT35584	SPT35390	0
SPT35584	SPT35407	0
SPT35584	SPT35410	0
SPT35584	SPT35414	0
SPT35584	SPT35417	0
SPT35584	SPT35418	0
SPT35584	SPT35419	0
SPT35584	SPT35423	0
SPT35584	SPT35436	0
SPT35584	SPT35444	0
SPT35584	SPT35316	0
SPT35584	SPT35331	0
SPT35584	SPT35339	0
SPT35584	SPT35364	0
SPT35584	SPT35372	0
SPT35584	SPT35405	0
SPT35584	SPT35424	0.008
SPT35584	SPT35427	0
SPT35584	SPT35437	0
SPT35584	SPT35440	0
SPT35584	SPT35467	0
SPT35584	SPT35468	0
SPT35584	SPT35470	0
SPT35584	SPT35472	0
SPT35584	SPT35475	0
SPT35584	SPT35476	0
SPT35584	SPT35485	0.004
SPT35584	SPT35499	0
SPT35584	SPT35780	0
SPT35585	SPT35302	0.781
SPT35585	SPT35303	0
SPT35585	SPT35304	0
SPT35585	SPT35306	0
SPT35585	SPT35308	0
SPT35585	SPT35310	0
SPT35585	SPT35315	0
SPT35585	SPT35325	0
SPT35585	SPT35336	0
SPT35585	SPT35337	0.061
SPT35585	SPT35338	0
SPT35585	SPT35340	0
SPT35585	SPT35348	0
SPT35585	SPT35349	0
SPT35585	SPT35354	0
SPT35585	SPT35356	0
SPT35585	SPT35357	0
SPT35585	SPT35360	0.172
SPT35585	SPT35365	0
SPT35585	SPT35366	0
SPT35585	SPT35368	0
SPT35585	SPT35369	0
SPT35585	SPT35370	0.031
SPT35585	SPT35373	0
SPT35585	SPT35377	0
SPT35585	SPT35378	0
SPT35585	SPT35379	0
SPT35585	SPT35382	0
SPT35585	SPT35384	0
SPT35585	SPT35390	0.111
SPT35585	SPT35407	0.803
SPT35585	SPT35410	0
SPT35585	SPT35414	0
SPT35585	SPT35417	0
SPT35585	SPT35418	0
SPT35585	SPT35419	0.507
SPT35585	SPT35423	0
SPT35585	SPT35436	0
SPT35585	SPT35444	0
SPT35585	SPT35316	0
SPT35585	SPT35331	0
SPT35585	SPT35339	0
SPT35585	SPT35364	0
SPT35585	SPT35372	0.073
SPT35585	SPT35405	0.747
SPT35585	SPT35424	0
SPT35585	SPT35427	0
SPT35585	SPT35437	0
SPT35585	SPT35440	0
SPT35585	SPT35467	0
SPT35585	SPT35468	0
SPT35585	SPT35470	0.588
SPT35585	SPT35472	0
SPT35585	SPT35475	0
SPT35585	SPT35476	0
SPT35585	SPT35485	0
SPT35585	SPT35499	0
SPT35585	SPT35780	0
SPT35302	SPT35303	0
SPT35302	SPT35304	0
SPT35302	SPT35306	0
SPT35302	SPT35308	0
SPT35302	SPT35310	0
SPT35302	SPT35315	0
SPT35302	SPT35325	0
SPT35302	SPT35336	0
SPT35302	SPT35337	0.032
SPT35302	SPT35338	0
SPT35302	SPT35340	0
SPT35302	SPT35348	0.035
SPT35302	SPT35349	0
SPT35302	SPT35354	0
SPT35302	SPT35356	0
SPT35302	SPT35357	0
SPT35302	SPT35360	0.099
SPT35302	SPT35365	0
SPT35302	SPT35366	0
SPT35302	SPT35368	0
SPT35302	SPT35369	0
SPT35302	SPT35370	0.016
SPT35302	SPT35373	0
SPT35302	SPT35377	0
SPT35302	SPT35378	0
SPT35302	SPT35379	0
SPT35302	SPT35382	0
SPT35302	SPT35384	0
SPT35302	SPT35390	0.118
SPT35302	SPT35407	0.995
SPT35302	SPT35410	0
SPT35302	SPT35414	0
SPT35302	SPT35417	0
SPT35302	SPT35418	0
SPT35302	SPT35419	0.394
SPT35302	SPT35423	0
SPT35302	SPT35436	0
SPT35302	SPT35444	0
SPT35302	SPT35316	0
SPT35302	SPT35331	0
SPT35302	SPT35339	0
SPT35302	SPT35364	0
SPT35302	SPT35372	0.044
SPT35302	SPT35405	0.997
SPT35302	SPT35424	0
SPT35302	SPT35427	0
SPT35302	SPT35437	0
SPT35302	SPT35440	0
SPT35302	SPT35467	0
SPT35302	SPT35468	0
SPT35302	SPT35470	0.476
SPT35302	SPT35472	0
SPT35302	SPT35475	0
SPT35302	SPT35476	0
SPT35302	SPT35485	0
SPT35302	SPT35499	0
SPT35302	SPT35780	0
SPT35303	SPT35304	0.008
