p1	p2	hmm
SPT35521	SPT35333	0.23478
SPT35521	SPT35561	0.23265
SPT35521	SPT35363	0.23761
SPT35521	SPT35427	0.25564
SPT35521	SPT35752	0.23347
SPT35521	SPT35430	0.24626
SPT35521	SPT35431	0.24478
SPT35521	SPT35313	0.22308
SPT35521	SPT35780	0.242
SPT35521	SPT35315	0.22393
SPT35521	SPT35316	0.22529
SPT35521	SPT35317	0.24562
SPT35521	SPT35334	0.2264
SPT35521	SPT35543	0.25533
SPT35553	SPT35532	0.23331
SPT35553	SPT35384	0.24526
SPT35553	SPT35522	0.24427
SPT35553	SPT35361	0.24177
SPT35553	SPT35342	0.22597
SPT35553	SPT35556	0.23048
SPT35553	SPT35557	0.24317
SPT35553	SPT35328	0.22403
SPT35553	SPT35592	0.24303
SPT35553	SPT35435	0.23844
SPT35553	SPT35304	0.23168
SPT35553	SPT35390	0.23549
SPT35553	SPT35436	0.23409
SPT35553	SPT35580	0.24057
SPT35553	SPT35538	0.22947
SPT35553	SPT35537	0.23226
SPT35553	SPT35320	0.23586
SPT35553	SPT35541	0.22254
SPT35553	SPT35673	0.23616
SPT35553	SPT35502	0.236
SPT35553	SPT35330	0.24282
SPT35553	SPT35546	0.2332
SPT35553	SPT35547	0.23843
SPT35553	SPT35544	0.23821
SPT35553	SPT35362	0.23418
SPT35553	SPT35499	0.23158
SPT35553	SPT35336	0.24322
SPT35553	SPT35577	0.22219
SPT35553	SPT35325	0.22943
SPT35553	SPT35331	0.23929
SPT35553	SPT35337	0.22952
SPT35553	SPT35306	0.22319
SPT35553	SPT35407	0.24307
SPT35553	SPT35346	0.2426
SPT35553	SPT35405	0.23701
SPT35553	SPT35410	0.22791
SPT35553	SPT35575	0.23157
SPT35553	SPT35576	0.24166
SPT35553	SPT35766	0.23645
SPT35553	SPT35347	0.23947
SPT35553	SPT35412	0.23434
SPT35553	SPT35414	0.24263
SPT35553	SPT35348	0.25148
SPT35553	SPT35417	0.24006
SPT35553	SPT35571	0.22781
SPT35553	SPT35349	0.24427
SPT35553	SPT35351	0.22615
SPT35553	SPT35418	0.23469
SPT35553	SPT35419	0.2323
SPT35553	SPT35566	0.23855
SPT35553	SPT35567	0.2377
SPT35553	SPT35420	0.22864
SPT35553	SPT35423	0.22876
SPT35553	SPT35564	0.23241
SPT35553	SPT35352	0.22843
SPT35553	SPT35424	0.22388
SPT35553	SPT35357	0.23759
SPT35553	SPT35437	0.23635
SPT35553	SPT35563	0.23861
SPT35553	SPT35308	0.23298
SPT35553	SPT35425	0.23956
SPT35553	SPT35440	0.23443
SPT35553	SPT35354	0.23393
SPT35553	SPT35309	0.22153
SPT35553	SPT35310	0.22195
SPT35553	SPT35355	0.23254
SPT35553	SPT35332	0.2322
SPT35553	SPT35333	0.22783
SPT35553	SPT35561	0.24577
SPT35553	SPT35363	0.23071
SPT35553	SPT35427	0.23117
SPT35553	SPT35752	0.23266
SPT35553	SPT35430	0.23066
SPT35553	SPT35431	0.23921
SPT35553	SPT35313	0.2397
SPT35553	SPT35780	0.23649
SPT35553	SPT35315	0.23471
SPT35553	SPT35316	0.2393
SPT35553	SPT35317	0.22927
SPT35553	SPT35334	0.23066
SPT35553	SPT35543	0.22633
SPT35532	SPT35384	0.23725
SPT35532	SPT35522	0.23173
SPT35532	SPT35361	0.2365
SPT35532	SPT35342	0.23762
SPT35532	SPT35556	0.23858
SPT35532	SPT35557	0.25385
SPT35532	SPT35328	0.23346
SPT35532	SPT35592	0.25459
SPT35532	SPT35435	0.47883
SPT35532	SPT35304	0.24028
SPT35532	SPT35390	0.23327
SPT35532	SPT35436	0.23695
SPT35532	SPT35580	0.2377
SPT35532	SPT35538	0.23938
SPT35532	SPT35537	0.24383
SPT35532	SPT35320	0.24838
SPT35532	SPT35541	0.22965
SPT35532	SPT35673	0.24586
SPT35532	SPT35502	0.2283
SPT35532	SPT35330	0.23959
SPT35532	SPT35546	0.24135
SPT35532	SPT35547	0.2388
SPT35532	SPT35544	0.2435
SPT35532	SPT35362	0.23978
SPT35532	SPT35499	0.23896
SPT35532	SPT35336	0.23894
SPT35532	SPT35577	0.23758
SPT35532	SPT35325	0.23897
SPT35532	SPT35331	0.23283
SPT35532	SPT35337	0.23399
SPT35532	SPT35306	0.23577
SPT35532	SPT35407	0.25807
SPT35532	SPT35346	0.24896
SPT35532	SPT35405	0.25894
SPT35532	SPT35410	0.2425
SPT35532	SPT35575	0.2333
SPT35532	SPT35576	0.23729
SPT35532	SPT35766	0.24457
SPT35532	SPT35347	0.24035
SPT35532	SPT35412	0.23958
SPT35532	SPT35414	0.25383
SPT35532	SPT35348	0.23555
SPT35532	SPT35417	0.2463
SPT35532	SPT35571	0.22784
SPT35532	SPT35349	0.22954
SPT35532	SPT35351	0.24662
SPT35532	SPT35418	0.24666
SPT35532	SPT35419	0.24975
SPT35532	SPT35566	0.25855
SPT35532	SPT35567	0.22776
SPT35532	SPT35420	0.23576
SPT35532	SPT35423	0.2222
SPT35532	SPT35564	0.2377
SPT35532	SPT35352	0.23537
SPT35532	SPT35424	0.24451
SPT35532	SPT35357	0.22921
SPT35532	SPT35437	0.35893
SPT35532	SPT35563	0.22394
SPT35532	SPT35308	0.2408
SPT35532	SPT35425	0.24918
SPT35532	SPT35440	0.23946
SPT35532	SPT35354	0.22847
SPT35532	SPT35309	0.23785
SPT35532	SPT35310	0.23946
SPT35532	SPT35355	0.23892
SPT35532	SPT35332	0.23301
SPT35532	SPT35333	0.23628
SPT35532	SPT35561	0.26323
SPT35532	SPT35363	0.2415
SPT35532	SPT35427	0.23987
SPT35532	SPT35752	0.25383
SPT35532	SPT35430	0.23142
SPT35532	SPT35431	0.23787
SPT35532	SPT35313	0.23782
SPT35532	SPT35780	0.24584
SPT35532	SPT35315	0.23518
SPT35532	SPT35316	0.23728
SPT35532	SPT35317	0.24249
SPT35532	SPT35334	0.23252
SPT35532	SPT35543	0.2473
SPT35384	SPT35522	0.24556
SPT35384	SPT35361	0.2424
SPT35384	SPT35342	0.23357
SPT35384	SPT35556	0.23103
SPT35384	SPT35557	0.23749
SPT35384	SPT35328	0.24687
SPT35384	SPT35592	0.22746
SPT35384	SPT35435	0.22761
SPT35384	SPT35304	0.25908
SPT35384	SPT35390	0.23313999999999999
SPT35384	SPT35436	0.22462
SPT35384	SPT35580	0.23272
SPT35384	SPT35538	0.22697
SPT35384	SPT35537	0.22924
SPT35384	SPT35320	0.23926
SPT35384	SPT35541	0.23261
SPT35384	SPT35673	0.20897
SPT35384	SPT35502	0.21974
SPT35384	SPT35330	0.23474
SPT35384	SPT35546	0.2365
SPT35384	SPT35547	0.24379
SPT35384	SPT35544	0.23837
SPT35384	SPT35362	0.23201
SPT35384	SPT35499	0.24397
SPT35384	SPT35336	0.80538
SPT35384	SPT35577	0.23791
SPT35384	SPT35325	0.24056
SPT35384	SPT35331	0.24631
SPT35384	SPT35337	0.26106
SPT35384	SPT35306	0.24251
SPT35384	SPT35407	0.24865
SPT35384	SPT35346	0.23661
SPT35384	SPT35405	0.25048
SPT35384	SPT35410	0.23831
SPT35384	SPT35575	0.22998
SPT35384	SPT35576	0.24016
SPT35384	SPT35766	0.23591
SPT35384	SPT35347	0.26016
SPT35384	SPT35412	0.23458
SPT35384	SPT35414	0.23186
SPT35384	SPT35348	0.26016
SPT35384	SPT35417	0.23299
SPT35384	SPT35571	0.22833
SPT35384	SPT35349	0.23323
SPT35384	SPT35351	0.25439
SPT35384	SPT35418	0.23844
SPT35384	SPT35419	0.24489
SPT35384	SPT35566	0.2581
SPT35384	SPT35567	0.23524
SPT35384	SPT35420	0.22796
SPT35384	SPT35423	0.22439
SPT35384	SPT35564	0.23162
SPT35384	SPT35352	0.25368
SPT35384	SPT35424	0.22151
SPT35384	SPT35357	0.24185
SPT35384	SPT35437	0.23382
SPT35384	SPT35563	0.23424
SPT35384	SPT35308	0.25776
SPT35384	SPT35425	0.23146
SPT35384	SPT35440	0.23206
SPT35384	SPT35354	0.25481
SPT35384	SPT35309	0.24586
SPT35384	SPT35310	0.24651
SPT35384	SPT35355	0.22916
SPT35384	SPT35332	0.24027
SPT35384	SPT35333	0.23291
SPT35384	SPT35561	0.22983
SPT35384	SPT35363	0.22868
SPT35384	SPT35427	0.22894
SPT35384	SPT35752	0.2361
SPT35384	SPT35430	0.23497
SPT35384	SPT35431	0.23417
SPT35384	SPT35313	0.2377
SPT35384	SPT35780	0.23886
SPT35384	SPT35315	0.26843
SPT35384	SPT35316	0.24045
SPT35384	SPT35317	0.24322
SPT35384	SPT35334	0.2537
SPT35384	SPT35543	0.23097
SPT35522	SPT35361	0.24687
SPT35522	SPT35342	0.23654
SPT35522	SPT35556	0.24186
SPT35522	SPT35557	0.23743
SPT35522	SPT35328	0.23615
SPT35522	SPT35592	0.23497
SPT35522	SPT35435	0.23756
SPT35522	SPT35304	0.24059
SPT35522	SPT35390	0.25464
SPT35522	SPT35436	0.23078
SPT35522	SPT35580	0.2358
SPT35522	SPT35538	0.21991
SPT35522	SPT35537	0.2207
SPT35522	SPT35320	0.23681
SPT35522	SPT35541	0.24286
SPT35522	SPT35673	0.21903
SPT35522	SPT35502	0.23684
SPT35522	SPT35330	0.23866
SPT35522	SPT35546	0.23498
SPT35522	SPT35547	0.24463
SPT35522	SPT35544	0.23478
SPT35522	SPT35362	0.22863
SPT35522	SPT35499	0.22733
SPT35522	SPT35336	0.24354
SPT35522	SPT35577	0.23633
SPT35522	SPT35325	0.22796
SPT35522	SPT35331	0.24737
SPT35522	SPT35337	0.28292
SPT35522	SPT35306	0.23246
SPT35522	SPT35407	0.32203
SPT35522	SPT35346	0.23814
SPT35522	SPT35405	0.31029
SPT35522	SPT35410	0.2357
SPT35522	SPT35575	0.22088
SPT35522	SPT35576	0.31313
SPT35522	SPT35766	0.22776
SPT35522	SPT35347	0.25707
SPT35522	SPT35412	0.22544
SPT35522	SPT35414	0.23787
SPT35522	SPT35348	0.23642
SPT35522	SPT35417	0.24361
SPT35522	SPT35571	0.23011
SPT35522	SPT35349	0.24085
SPT35522	SPT35351	0.22317
SPT35522	SPT35418	0.23499
SPT35522	SPT35419	0.29985
SPT35522	SPT35566	0.25345
SPT35522	SPT35567	0.24981
SPT35522	SPT35420	0.23863
SPT35522	SPT35423	0.23208
SPT35522	SPT35564	0.23624
SPT35522	SPT35352	0.23203
SPT35522	SPT35424	0.22924
SPT35522	SPT35357	0.246
SPT35522	SPT35437	0.24382
SPT35522	SPT35563	0.24963
SPT35522	SPT35308	0.24035
SPT35522	SPT35425	0.23717
SPT35522	SPT35440	0.23257
SPT35522	SPT35354	0.24198
SPT35522	SPT35309	0.24304
SPT35522	SPT35310	0.2375
SPT35522	SPT35355	0.23579
SPT35522	SPT35332	0.23177
SPT35522	SPT35333	0.22279
SPT35522	SPT35561	0.23658
SPT35522	SPT35363	0.23249
SPT35522	SPT35427	0.22313
SPT35522	SPT35752	0.23565
SPT35522	SPT35430	0.23657
SPT35522	SPT35431	0.24024
SPT35522	SPT35313	0.23944
SPT35522	SPT35780	0.23131
SPT35522	SPT35315	0.2201
SPT35522	SPT35316	0.2361
SPT35522	SPT35317	0.24479
SPT35522	SPT35334	0.27458
SPT35522	SPT35543	0.23676
SPT35361	SPT35342	0.2443
SPT35361	SPT35556	0.22767
SPT35361	SPT35557	0.23742
SPT35361	SPT35328	0.27756
SPT35361	SPT35592	0.23702
SPT35361	SPT35435	0.23688
SPT35361	SPT35304	0.23383
SPT35361	SPT35390	0.23795
SPT35361	SPT35436	0.23902
SPT35361	SPT35580	0.23619
SPT35361	SPT35538	0.22326
SPT35361	SPT35537	0.23322
SPT35361	SPT35320	0.24015
SPT35361	SPT35541	0.23455
SPT35361	SPT35673	0.22794
SPT35361	SPT35502	0.23186
SPT35361	SPT35330	0.22957
SPT35361	SPT35546	0.2284
SPT35361	SPT35547	0.23285
SPT35361	SPT35544	0.23549
SPT35361	SPT35362	0.23553
SPT35361	SPT35499	0.24192
SPT35361	SPT35336	0.24016
SPT35361	SPT35577	0.23017
SPT35361	SPT35325	0.22671
SPT35361	SPT35331	0.24287
SPT35361	SPT35337	0.22853
SPT35361	SPT35306	0.24427
SPT35361	SPT35407	0.24821
SPT35361	SPT35346	0.24742
SPT35361	SPT35405	0.23993
SPT35361	SPT35410	0.234
SPT35361	SPT35575	0.22608
SPT35361	SPT35576	0.23945
SPT35361	SPT35766	0.24388
SPT35361	SPT35347	0.23373
SPT35361	SPT35412	0.2305
SPT35361	SPT35414	0.25244
SPT35361	SPT35348	0.23765
SPT35361	SPT35417	0.24953
SPT35361	SPT35571	0.22515
SPT35361	SPT35349	0.23748
SPT35361	SPT35351	0.22854
SPT35361	SPT35418	0.25107
SPT35361	SPT35419	0.24882
SPT35361	SPT35566	0.26143
SPT35361	SPT35567	0.23722
SPT35361	SPT35420	0.23042
SPT35361	SPT35423	0.23759
SPT35361	SPT35564	0.23465
SPT35361	SPT35352	0.23237
SPT35361	SPT35424	0.24074
SPT35361	SPT35357	0.2584
SPT35361	SPT35437	0.23714
SPT35361	SPT35563	0.23692
SPT35361	SPT35308	0.23355
SPT35361	SPT35425	0.23325
SPT35361	SPT35440	0.24487
SPT35361	SPT35354	0.30248
SPT35361	SPT35309	0.23331
SPT35361	SPT35310	0.22764
SPT35361	SPT35355	0.23958
SPT35361	SPT35332	0.23113
SPT35361	SPT35333	0.23075
SPT35361	SPT35561	0.24065
SPT35361	SPT35363	0.23679
SPT35361	SPT35427	0.23708
SPT35361	SPT35752	0.22853
SPT35361	SPT35430	0.23753
SPT35361	SPT35431	0.24889
SPT35361	SPT35313	0.2351
SPT35361	SPT35780	0.2478
SPT35361	SPT35315	0.24052
SPT35361	SPT35316	0.27635
SPT35361	SPT35317	0.23425
SPT35361	SPT35334	0.22613
SPT35361	SPT35543	0.2319
SPT35342	SPT35556	0.23202
SPT35342	SPT35557	0.23118
SPT35342	SPT35328	0.23154
SPT35342	SPT35592	0.228
SPT35342	SPT35435	0.23028
SPT35342	SPT35304	0.2343
SPT35342	SPT35390	0.2327
SPT35342	SPT35436	0.2367
SPT35342	SPT35580	0.23413
SPT35342	SPT35538	0.23332
SPT35342	SPT35537	0.2303
SPT35342	SPT35320	0.23054
SPT35342	SPT35541	0.23022
SPT35342	SPT35673	0.21577
SPT35342	SPT35502	0.21596
SPT35342	SPT35330	0.24291
SPT35342	SPT35546	0.23456
SPT35342	SPT35547	0.23274
SPT35342	SPT35544	0.23176
SPT35342	SPT35362	0.23133
SPT35342	SPT35499	0.23023
SPT35342	SPT35336	0.23064
SPT35342	SPT35577	0.23275
SPT35342	SPT35325	0.22387
SPT35342	SPT35331	0.24105
SPT35342	SPT35337	0.24184
SPT35342	SPT35306	0.235
SPT35342	SPT35407	0.23938
SPT35342	SPT35346	0.24995
SPT35342	SPT35405	0.23849
SPT35342	SPT35410	0.24362
SPT35342	SPT35575	0.23612
SPT35342	SPT35576	0.24858
SPT35342	SPT35766	0.22876
SPT35342	SPT35347	0.23359
SPT35342	SPT35412	0.21717
SPT35342	SPT35414	0.23152
SPT35342	SPT35348	0.24324
SPT35342	SPT35417	0.23487
SPT35342	SPT35571	0.21893
SPT35342	SPT35349	0.24004
SPT35342	SPT35351	0.22439
SPT35342	SPT35418	0.22621
SPT35342	SPT35419	0.24483
SPT35342	SPT35566	0.24121
SPT35342	SPT35567	0.22258
SPT35342	SPT35420	0.22548
SPT35342	SPT35423	0.21675
SPT35342	SPT35564	0.22041
SPT35342	SPT35352	0.23158
SPT35342	SPT35424	0.22437000000000001
SPT35342	SPT35357	0.23768
SPT35342	SPT35437	0.22997
SPT35342	SPT35563	0.22231
SPT35342	SPT35308	0.23466
SPT35342	SPT35425	0.2213
SPT35342	SPT35440	0.2282
SPT35342	SPT35354	0.23636
SPT35342	SPT35309	0.22895
SPT35342	SPT35310	0.2292
SPT35342	SPT35355	0.25502
SPT35342	SPT35332	0.22768
SPT35342	SPT35333	0.23414
SPT35342	SPT35561	0.22202
SPT35342	SPT35363	0.23684
SPT35342	SPT35427	0.22716
SPT35342	SPT35752	0.23088
SPT35342	SPT35430	0.23457
SPT35342	SPT35431	0.23368
SPT35342	SPT35313	0.24992
SPT35342	SPT35780	0.22858
SPT35342	SPT35315	0.24127
SPT35342	SPT35316	0.24154
SPT35342	SPT35317	0.23016
SPT35342	SPT35334	0.25814
SPT35342	SPT35543	0.23074
SPT35556	SPT35557	0.24322
SPT35556	SPT35328	0.22839
SPT35556	SPT35592	0.27797
SPT35556	SPT35435	0.23637
SPT35556	SPT35304	0.23433
SPT35556	SPT35390	0.22751
SPT35556	SPT35436	0.2332
SPT35556	SPT35580	0.23672
SPT35556	SPT35538	0.24275
SPT35556	SPT35537	0.23911
SPT35556	SPT35320	0.24897
SPT35556	SPT35541	0.23542
SPT35556	SPT35673	0.24165
SPT35556	SPT35502	0.22514
SPT35556	SPT35330	0.26478
SPT35556	SPT35546	0.24236
SPT35556	SPT35547	0.2297
SPT35556	SPT35544	0.23615
SPT35556	SPT35362	0.23669
SPT35556	SPT35499	0.23457
SPT35556	SPT35336	0.23385
SPT35556	SPT35577	0.23705
SPT35556	SPT35325	0.23909
SPT35556	SPT35331	0.2263
SPT35556	SPT35337	0.22295
SPT35556	SPT35306	0.24154
SPT35556	SPT35407	0.25015
SPT35556	SPT35346	0.2306
SPT35556	SPT35405	0.25421
SPT35556	SPT35410	0.22332
SPT35556	SPT35575	0.22715
SPT35556	SPT35576	0.24246
SPT35556	SPT35766	0.23265
SPT35556	SPT35347	0.23796
SPT35556	SPT35412	0.24261
SPT35556	SPT35414	0.24725
SPT35556	SPT35348	0.23357
SPT35556	SPT35417	0.24059
SPT35556	SPT35571	0.23534
SPT35556	SPT35349	0.23923
SPT35556	SPT35351	0.22947
SPT35556	SPT35418	0.2376
SPT35556	SPT35419	0.2402
SPT35556	SPT35566	0.26409
SPT35556	SPT35567	0.23327
SPT35556	SPT35420	0.23735
SPT35556	SPT35423	0.22893
SPT35556	SPT35564	0.22653
SPT35556	SPT35352	0.23054
SPT35556	SPT35424	0.24651
SPT35556	SPT35357	0.22408
SPT35556	SPT35437	0.23758
SPT35556	SPT35563	0.22993
SPT35556	SPT35308	0.23629
SPT35556	SPT35425	0.24563
SPT35556	SPT35440	0.25559
SPT35556	SPT35354	0.24454
SPT35556	SPT35309	0.2395
SPT35556	SPT35310	0.24264
SPT35556	SPT35355	0.22603
SPT35556	SPT35332	0.2338
SPT35556	SPT35333	0.23432
SPT35556	SPT35561	0.25558
SPT35556	SPT35363	0.22665
SPT35556	SPT35427	0.23962
SPT35556	SPT35752	0.23585
SPT35556	SPT35430	0.23521
SPT35556	SPT35431	0.23544
SPT35556	SPT35313	0.24194
SPT35556	SPT35780	0.24916
SPT35556	SPT35315	0.23118
SPT35556	SPT35316	0.23733
SPT35556	SPT35317	0.23792
SPT35556	SPT35334	0.22477
SPT35556	SPT35543	0.2564
SPT35557	SPT35328	0.23379
SPT35557	SPT35592	0.23678
SPT35557	SPT35435	0.24636
SPT35557	SPT35304	0.2338
SPT35557	SPT35390	0.22377
SPT35557	SPT35436	0.23181
SPT35557	SPT35580	0.23788
SPT35557	SPT35538	0.23463
SPT35557	SPT35537	0.23549
SPT35557	SPT35320	0.22997
SPT35557	SPT35541	0.23396
SPT35557	SPT35673	0.22938
SPT35557	SPT35502	0.23379
SPT35557	SPT35330	0.23786
SPT35557	SPT35546	0.2328
SPT35557	SPT35547	0.22965
SPT35557	SPT35544	0.24398
SPT35557	SPT35362	0.22472
SPT35557	SPT35499	0.23897
SPT35557	SPT35336	0.23829
SPT35557	SPT35577	0.23178
SPT35557	SPT35325	0.23978
SPT35557	SPT35331	0.22724
SPT35557	SPT35337	0.2286
SPT35557	SPT35306	0.23378
SPT35557	SPT35407	0.24177
SPT35557	SPT35346	0.22262
SPT35557	SPT35405	0.2409
SPT35557	SPT35410	0.23159
SPT35557	SPT35575	0.22934
SPT35557	SPT35576	0.23728
SPT35557	SPT35766	0.23241
SPT35557	SPT35347	0.24015
SPT35557	SPT35412	0.23696
SPT35557	SPT35414	0.23262
SPT35557	SPT35348	0.23872
SPT35557	SPT35417	0.23075
SPT35557	SPT35571	0.22359
SPT35557	SPT35349	0.23262
SPT35557	SPT35351	0.23283
SPT35557	SPT35418	0.22985
SPT35557	SPT35419	0.23296
SPT35557	SPT35566	0.24285
SPT35557	SPT35567	0.23461
SPT35557	SPT35420	0.22795
SPT35557	SPT35423	0.23235
SPT35557	SPT35564	0.22619
SPT35557	SPT35352	0.22642
SPT35557	SPT35424	0.23828
SPT35557	SPT35357	0.22383
SPT35557	SPT35437	0.24898
SPT35557	SPT35563	0.23247
SPT35557	SPT35308	0.23512
SPT35557	SPT35425	0.25902
SPT35557	SPT35440	0.23472
SPT35557	SPT35354	0.2388
SPT35557	SPT35309	0.23395
SPT35557	SPT35310	0.23604
SPT35557	SPT35355	0.22882
SPT35557	SPT35332	0.23715
SPT35557	SPT35333	0.23635
SPT35557	SPT35561	0.22899
SPT35557	SPT35363	0.23006
SPT35557	SPT35427	0.23904
SPT35557	SPT35752	0.23262
SPT35557	SPT35430	0.24158
SPT35557	SPT35431	0.24348
SPT35557	SPT35313	0.2314
SPT35557	SPT35780	0.24173
SPT35557	SPT35315	0.24056
SPT35557	SPT35316	0.24046
SPT35557	SPT35317	0.23224
SPT35557	SPT35334	0.22901
SPT35557	SPT35543	0.23193
SPT35328	SPT35592	0.22392
SPT35328	SPT35435	0.23152
SPT35328	SPT35304	0.23515
SPT35328	SPT35390	0.2496
SPT35328	SPT35436	0.22761
SPT35328	SPT35580	0.22855
SPT35328	SPT35538	0.22362
SPT35328	SPT35537	0.22176
SPT35328	SPT35320	0.23621
SPT35328	SPT35541	0.21844
SPT35328	SPT35673	0.22054
SPT35328	SPT35502	0.22793
SPT35328	SPT35330	0.24891
SPT35328	SPT35546	0.20949
SPT35328	SPT35547	0.2158
SPT35328	SPT35544	0.223
SPT35328	SPT35362	0.23648
SPT35328	SPT35499	0.23038
SPT35328	SPT35336	0.24498
SPT35328	SPT35577	0.2214
SPT35328	SPT35325	0.226
SPT35328	SPT35331	0.28323
SPT35328	SPT35337	0.21704
SPT35328	SPT35306	0.25364
SPT35328	SPT35407	0.23486
SPT35328	SPT35346	0.2326
SPT35328	SPT35405	0.228
SPT35328	SPT35410	0.23463
SPT35328	SPT35575	0.22594
SPT35328	SPT35576	0.24035
SPT35328	SPT35766	0.22238
SPT35328	SPT35347	0.2445
SPT35328	SPT35412	0.22771
SPT35328	SPT35414	0.22864
SPT35328	SPT35348	0.2347
SPT35328	SPT35417	0.2264
SPT35328	SPT35571	0.21165
SPT35328	SPT35349	0.22957
SPT35328	SPT35351	0.21869
SPT35328	SPT35418	0.23646
SPT35328	SPT35419	0.23798
SPT35328	SPT35566	0.23882
SPT35328	SPT35567	0.23167
SPT35328	SPT35420	0.22129
SPT35328	SPT35423	0.2257
SPT35328	SPT35564	0.22163
SPT35328	SPT35352	0.22483
SPT35328	SPT35424	0.22701
SPT35328	SPT35357	0.25545
SPT35328	SPT35437	0.2296
SPT35328	SPT35563	0.23354
SPT35328	SPT35308	0.2342
SPT35328	SPT35425	0.22856
SPT35328	SPT35440	0.22943
SPT35328	SPT35354	0.22883
SPT35328	SPT35309	0.26418
SPT35328	SPT35310	0.26238
SPT35328	SPT35355	0.29083
SPT35328	SPT35332	0.22413
SPT35328	SPT35333	0.22978
SPT35328	SPT35561	0.2305
SPT35328	SPT35363	0.22678
SPT35328	SPT35427	0.21399
SPT35328	SPT35752	0.22475
SPT35328	SPT35430	0.2219
SPT35328	SPT35431	0.22708
SPT35328	SPT35313	0.25409
SPT35328	SPT35780	0.22664
SPT35328	SPT35315	0.22477
SPT35328	SPT35316	0.23547
SPT35328	SPT35317	0.24351
SPT35328	SPT35334	0.22722
SPT35328	SPT35543	0.21523
SPT35592	SPT35435	0.27768
SPT35592	SPT35304	0.23395
SPT35592	SPT35390	0.24375
SPT35592	SPT35436	0.22143
SPT35592	SPT35580	0.22493
SPT35592	SPT35538	0.22628
SPT35592	SPT35537	0.22364
SPT35592	SPT35320	0.22363
SPT35592	SPT35541	0.23106
SPT35592	SPT35673	0.24294
SPT35592	SPT35502	0.22042
SPT35592	SPT35330	0.22438
SPT35592	SPT35546	0.23844
SPT35592	SPT35547	0.2382
SPT35592	SPT35544	0.22584
SPT35592	SPT35362	0.22237
SPT35592	SPT35499	0.22911
SPT35592	SPT35336	0.22762
SPT35592	SPT35577	0.23489
SPT35592	SPT35325	0.22788
SPT35592	SPT35331	0.22889
SPT35592	SPT35337	0.24058
SPT35592	SPT35306	0.23346
SPT35592	SPT35407	0.24846
SPT35592	SPT35346	0.23789
SPT35592	SPT35405	0.23564
SPT35592	SPT35410	0.23787
SPT35592	SPT35575	0.22781
SPT35592	SPT35576	0.23647
SPT35592	SPT35766	0.232
SPT35592	SPT35347	0.22234
SPT35592	SPT35412	0.22979
SPT35592	SPT35414	0.22927
SPT35592	SPT35348	0.228
SPT35592	SPT35417	0.23326
SPT35592	SPT35571	0.23472
SPT35592	SPT35349	0.22729
SPT35592	SPT35351	0.22838
SPT35592	SPT35418	0.24105
SPT35592	SPT35419	0.24121
SPT35592	SPT35566	0.243
SPT35592	SPT35567	0.23687
SPT35592	SPT35420	0.22428
SPT35592	SPT35423	0.23217
SPT35592	SPT35564	0.23771
SPT35592	SPT35352	0.24331
SPT35592	SPT35424	0.24446
SPT35592	SPT35357	0.22621
SPT35592	SPT35437	0.26126
SPT35592	SPT35563	0.23739
SPT35592	SPT35308	0.234
SPT35592	SPT35425	0.24021
SPT35592	SPT35440	0.23504
SPT35592	SPT35354	0.2389
SPT35592	SPT35309	0.23305
SPT35592	SPT35310	0.23208
SPT35592	SPT35355	0.23889
SPT35592	SPT35332	0.23218
SPT35592	SPT35333	0.23715
SPT35592	SPT35561	0.69999
SPT35592	SPT35363	0.23161
SPT35592	SPT35427	0.2252
SPT35592	SPT35752	0.22163
SPT35592	SPT35430	0.23442
SPT35592	SPT35431	0.24016
SPT35592	SPT35313	0.22499
SPT35592	SPT35780	0.23693
SPT35592	SPT35315	0.22547
SPT35592	SPT35316	0.23338
SPT35592	SPT35317	0.23433
SPT35592	SPT35334	0.25065
SPT35592	SPT35543	0.26769
SPT35435	SPT35304	0.24224
SPT35435	SPT35390	0.23794
SPT35435	SPT35436	0.22845
SPT35435	SPT35580	0.23731
SPT35435	SPT35538	0.23228
SPT35435	SPT35537	0.23355
SPT35435	SPT35320	0.24397
SPT35435	SPT35541	0.23407
SPT35435	SPT35673	0.24567
SPT35435	SPT35502	0.23163
SPT35435	SPT35330	0.23847
SPT35435	SPT35546	0.23597
SPT35435	SPT35547	0.24031
SPT35435	SPT35544	0.23731
SPT35435	SPT35362	0.23226
SPT35435	SPT35499	0.24139
SPT35435	SPT35336	0.22915
SPT35435	SPT35577	0.23771
SPT35435	SPT35325	0.23197
SPT35435	SPT35331	0.23181
SPT35435	SPT35337	0.24225
SPT35435	SPT35306	0.24551
SPT35435	SPT35407	0.25965
SPT35435	SPT35346	0.24075
SPT35435	SPT35405	0.25705
SPT35435	SPT35410	0.23916
SPT35435	SPT35575	0.23591
SPT35435	SPT35576	0.23966
SPT35435	SPT35766	0.23783
SPT35435	SPT35347	0.23292
SPT35435	SPT35412	0.22555
SPT35435	SPT35414	0.23501
SPT35435	SPT35348	0.23457
SPT35435	SPT35417	0.23707
SPT35435	SPT35571	0.23284
SPT35435	SPT35349	0.24026
SPT35435	SPT35351	0.23875
SPT35435	SPT35418	0.22757
SPT35435	SPT35419	0.24887
SPT35435	SPT35566	0.25205
SPT35435	SPT35567	0.22363
SPT35435	SPT35420	0.23101
SPT35435	SPT35423	0.24148
SPT35435	SPT35564	0.2269
